"","First.Variable","Second.Variable","Correlation"
"542","set_operation_latency.signed_divide_16","LUs",-0.475715330348492
"822","set_parameter.DISABLE_REG_SHARING","Regs",0.474869513047826
"1295","set_resource_constraint.signed_divide_32","DPS",-0.474594117372385
"1302","set_resource_constraint.altfp_multiply_32","DPS",-0.473182542756598
"691","set_resource_constraint.signed_divide_32","Pins",0.471714193427172
"698","set_resource_constraint.altfp_multiply_32","Pins",0.466700780134095
"757","set_operation_latency.altfp_divide_16","Regs",0.466183068699938
"892","set_operation_latency.altfp_extend_16","Regs",-0.465017222883606
"497","set_resource_constraint.unsigned_modulus_64","LUs",-0.460275700043399
"570","set_operation_latency.signed_divide_32","LUs",-0.442830554180609
"868","set_operation_latency.altfp_divide_32","Regs",0.442374728012865
"520","set_parameter.DISABLE_REG_SHARING","LUs",0.43559759502407
"458","set_operation_latency.altfp_truncate_16","LUs",-0.435345159925597
"1353","FMax","DPS",0.432773140581369
"662","set_operation_latency.altfp_divide_64","Pins",-0.432651711482309
"1266","set_operation_latency.altfp_divide_64","DPS",0.432126219315203
"578","set_operation_latency.altfp_extend_8","LUs",-0.431940602978231
"597","Cycles","LUs",0.428616688013485
"1267","set_parameter.INCREMENTAL_SDC","DPS",0.427674701062941
"550","set_operation_latency.signed_add_64","LUs",-0.424656261287435
"785","set_parameter.MB_MINIMIZE_HW","Regs",0.423766362421482
"375","set_parameter.MULTIPUMPING","FMax",0.422872474029423
"749","FMax","Pins",-0.422872474029423
"1226","set_operation_latency.signed_multiply_32","DPS",-0.422306721794688
"622","set_operation_latency.signed_multiply_32","Pins",0.421532164307942
"826","set_parameter.ENABLE_PATTERN_SHARING","Regs",0.420996452073327
"663","set_parameter.INCREMENTAL_SDC","Pins",-0.419291061590863
"825","set_combine_basicblock","Regs",-0.418089796976354
"563","set_operation_latency.signed_add_16","LUs",-0.41801840479754
"1283","set_operation_latency.altfp_add_32","DPS",0.414186380120336
"679","set_operation_latency.altfp_add_32","Pins",-0.404772293751113
"882","set_operation_latency.altfp_subtract_16","Regs",0.400621446124004
"492","set_resource_constraint.signed_divide_8","LUs",-0.399788796795199
"488","set_operation_latency.reg","LUs",-0.399273812617072
"867","set_operation_latency.altfp_add_8","Regs",0.397272984452613
"539","set_operation_latency.altfp_subtract_64","LUs",0.396808000192602
"1241","set_parameter.MULTIPLIER_NO_CHAIN","DPS",0.395664329591042
"788","set_parameter.MULTIPLIER_NO_CHAIN","Regs",0.394583275006781
"186","set_operation_latency.reg","Cycles",-0.392173038443536
"1235","set_resource_constraint.signed_multiply_64","DPS",-0.389717550759518
"1211","set_resource_constraint.signed_divide_16","DPS",-0.385106721313849
"637","set_parameter.MULTIPLIER_NO_CHAIN","Pins",-0.384945748651819
"607","set_resource_constraint.signed_divide_16","Pins",0.384001264239778
"631","set_resource_constraint.signed_multiply_64","Pins",0.38264438290189
"172","set_parameter.PS_MIN_SIZE","Cycles",-0.381248016306996
"307","set_operation_latency.altfp_truncate_16","FMax",-0.380135024735876
"261","set_operation_latency.signed_add_16","Cycles",-0.378754551923167
"524","set_parameter.ENABLE_PATTERN_SHARING","LUs",0.378262019261422
"759","set_operation_latency.mem_dual_port","Regs",0.369433184972972
"1216","set_resource_constraint.signed_multiply_8","DPS",-0.369051787040319
"221","set_combine_basicblock","Cycles",-0.366113263716855
"572","set_resource_constraint.unsigned_add_16","LUs",-0.36524222113561
"341","set_resource_constraint.signed_divide_8","FMax",-0.364370314111026
"478","set_operation_latency.unsigned_add_32","LUs",-0.362542615972495
"612","set_resource_constraint.signed_multiply_8","Pins",0.360785134105496
"486","set_parameter.MULTIPLIER_NO_CHAIN","LUs",0.358677207432731
"260","set_operation_latency.unsigned_add_64","Cycles",-0.356823605799976
"1307","set_operation_latency.altfp_multiply_8","DPS",0.351159681429369
"528","set_operation_latency.altfp_add_32","LUs",0.35109935994434
"391","set_operation_latency.signed_divide_16","FMax",-0.35075661273437
"156","set_operation_latency.altfp_truncate_16","Cycles",-0.350575724312307
"373","set_parameter.ENABLE_PATTERN_SHARING","FMax",0.349234245858635
"856","set_operation_latency.signed_comp_o","Regs",-0.348505883701103
"652","set_operation_latency.signed_multiply_16","Pins",0.346946184568923
"815","set_operation_latency.signed_divide_8","Regs",0.346872997435839
"1256","set_operation_latency.signed_multiply_16","DPS",-0.346680247778772
"190","set_resource_constraint.signed_divide_8","Cycles",-0.345712811807373
"772","set_operation_latency.signed_modulus_32","Regs",0.341856926924652
"413","set_parameter.PS_BIT_DIFF_THRESHOLD","FMax",0.341356701107811
"1236","set_operation_latency.signed_divide_64","DPS",-0.340674754430703
"554","set_operation_latency.signed_comp_o","LUs",-0.34000188890463
"745","set_resource_constraint.signed_divide_64","Pins",0.336571963553508
"707","set_operation_latency.signed_comp_u","Pins",0.336552247054106
"1324","set_resource_constraint.signed_add_64","DPS",-0.33638951215012
"703","set_operation_latency.altfp_multiply_8","Pins",-0.336362511804006
"632","set_operation_latency.signed_divide_64","Pins",0.336191756459104
"1349","set_resource_constraint.signed_divide_64","DPS",-0.336016041464871
"720","set_resource_constraint.signed_add_64","Pins",0.334174079834505
"293","set_resource_constraint.shared_mem_dual_port","Cycles",-0.333987318078591
"638","set_resource_constraint.unsigned_multiply_8","Pins",0.333145400325049
"1242","set_resource_constraint.unsigned_multiply_8","DPS",-0.330541890541378
"1311","set_operation_latency.signed_comp_u","DPS",-0.328823398231368
"2","set_operation_latency.altfp_divide_16","WNS",0.328678409153918
"841","set_operation_latency.altfp_subtract_64","Regs",0.328654657625774
"217","set_operation_latency.signed_add_32","Cycles",0.328463767792127
