"","First.Variable","Second.Variable","Correlation"
"141","set_resource_constraint.signed_divide_64","WNS",-0.354609578146397
"737","set_resource_constraint.unsigned_divide_8","Pins",0.354065920150103
"483","set_parameter.MB_MINIMIZE_HW","LUs",0.351076723398769
"361","set_parameter.INCREMENTAL_SDC","FMax",-0.351018973785106
"208","set_parameter.NO_LOOP_PIPELINING","Cycles",-0.347481206773288
"30","set_parameter.MB_MINIMIZE_HW","WNS",0.345207869933583
"727","set_operation_latency.signed_modulus_16","Pins",-0.342601453631438
"513","set_operation_latency.signed_divide_8","LUs",-0.3423678980746
"682","set_parameter.PIPELINE_ALL","Pins",-0.340793528162098
"60","set_operation_latency.signed_divide_8","WNS",-0.339392691418988
"592","set_resource_constraint.altfp_subtract_32","LUs",-0.338612698814679
"239","set_resource_constraint.signed_multiply_32","Cycles",-0.337510780716152
"455","set_operation_latency.altfp_divide_16","LUs",0.33581616699748
"258","set_operation_latency.altfp_add_16","Cycles",-0.334662629205939
"528","set_operation_latency.altfp_add_32","LUs",0.332438256304662
"205","set_parameter.PATTERN_SHARE_SUB","Cycles",-0.329925184571975
"1258","set_operation_latency.unsigned_modulus_16","DPS",-0.328939837537994
"170","set_operation_latency.altfp_add_64","Cycles",-0.327974882273611
"526","set_parameter.MULTIPUMPING","LUs",-0.326676665341601
"750","LUs","Pins",0.326676665341601
"440","set_resource_constraint.altfp_divide_8","FMax",0.325678525097581
"567","set_operation_latency.altfp_sitofp","LUs",0.322886644366652
"345","set_parameter.DONT_CHAIN_GET_ELEM_PTR","FMax",-0.322539182965588
"731","set_operation_latency.altfp_subtract_16","Pins",-0.321145515080642
"515","set_resource_constraint.unsigned_multiply_16","LUs",-0.321068016008257
"282","set_resource_constraint.altfp_multiply_16","Cycles",0.320902242419735
"827","set_parameter.PIPELINE_RESOURCE_SHARING","Regs",-0.319654501093889
"845","set_operation_latency.signed_multiply_64","Regs",-0.319477402221218
"365","set_operation_latency.signed_modulus_64","FMax",0.318736998542417
"654","set_operation_latency.unsigned_modulus_16","Pins",0.316736345945509
"595","set_resource_constraint.shared_mem_dual_port","LUs",-0.314977161188702
"346","set_resource_constraint.unsigned_modulus_64","FMax",0.313250458786421
"596","WNS","LUs",0.310562991931714
"583","set_operation_latency.unsigned_divide_8","LUs",-0.304864380014113
"867","set_operation_latency.altfp_add_8","Regs",-0.301574508888694
"630","set_operation_latency.altfp_truncate_8","Pins",0.298959964291993
"397","set_resource_constraint.altfp_divide_16","FMax",0.298910702539377
"591","set_resource_constraint.altfp_divide_8","LUs",-0.297937549890846
"353","set_resource_constraint.altfp_subtract_64","FMax",0.296195151005678
"29","set_resource_constraint.altfp_subtract_16","WNS",-0.294550010897875
"417","set_resource_constraint.unsigned_add_64","FMax",0.292911905663799
"1286","set_parameter.PIPELINE_ALL","DPS",0.292442582919128
"828","set_parameter.MULTIPUMPING","Regs",-0.292237061135073
"902","Pins","Regs",0.292237061135073
"663","set_parameter.INCREMENTAL_SDC","Pins",-0.291246521421628
"377","set_operation_latency.altfp_add_32","FMax",-0.29029186697287
"446","Cycles","FMax",0.289398637991865
"461","set_resource_constraint.signed_multiply_8","LUs",-0.286404354327728
"741","set_operation_latency.altfp_extend_16","Pins",0.286135725731653
"196","set_operation_latency.unsigned_modulus_8","Cycles",-0.285264517599604
"1324","set_resource_constraint.signed_add_64","DPS",-0.283298102854374
"422","set_operation_latency.altfp_divide_8","FMax",-0.282396802724817
"558","set_resource_constraint.unsigned_divide_32","LUs",-0.28221435584696
"523","set_combine_basicblock","LUs",-0.282093040857436
"384","set_operation_latency.altfp_subtract_8","FMax",-0.281531137491713
"312","set_resource_constraint.unsigned_modulus_16","FMax",0.28132242291822
"59","set_parameter.INCREMENTAL_SDC","WNS",0.279791942967728
"817","set_resource_constraint.unsigned_multiply_16","Regs",-0.277458314959871
"553","set_resource_constraint.signed_modulus_64","LUs",-0.276983612618439
"348","set_resource_constraint.mem_dual_port","FMax",-0.276243780065187
"63","set_operation_latency.signed_modulus_64","WNS",-0.275738483232103
"798","set_parameter.DONT_CHAIN_GET_ELEM_PTR","Regs",-0.274634146834019
"487","set_resource_constraint.unsigned_multiply_8","LUs",-0.274434845386824
"39","set_resource_constraint.signed_divide_8","WNS",-0.273878474013349
"107","set_operation_latency.altfp_add_16","WNS",0.27330102952725
"371","set_resource_constraint.unsigned_modulus_8","FMax",0.272968705930056
"893","set_resource_constraint.altfp_divide_8","Regs",-0.272851315644626
"562","set_operation_latency.unsigned_add_64","LUs",-0.272315761275337
"522","set_resource_constraint.unsigned_modulus_8","LUs",-0.271769146857688
"398","set_resource_constraint.signed_modulus_16","FMax",0.270764868558747
"855","set_resource_constraint.signed_modulus_64","Regs",-0.27005016578929
"490","set_resource_constraint.unsigned_divide_16","LUs",-0.269288525003809
"381","set_parameter.SDC_NO_CHAINING","FMax",-0.269120811049201
"787","set_resource_constraint.signed_add_16","Regs",-0.268627630621099
"127","set_operation_latency.altfp_subtract_16","WNS",0.268393761160573
"1225","set_operation_latency.signed_modulus_32","DPS",-0.268347586716565
"277","set_operation_latency.unsigned_divide_32","Cycles",-0.267170802687426
"97","set_operation_latency.signed_add_64","WNS",-0.26633492135295
"543","set_operation_latency.signed_multiply_64","LUs",-0.266196406885733
"44","set_resource_constraint.unsigned_modulus_64","WNS",-0.26450748664425
"575","set_parameter.MB_MAX_BACK_PASSES","LUs",-0.264492953184232
